0;1633,1693,108,77,1662,96,1634,1681,1692,1675,0,1661,1637,1645,1694,1699,1630,1691,1046,1643,91,1674,1655,1666,1654,1627,84,94,1671,101,1641,1628,1664,1670,1635,1642,1753,1683,104,81,1684;Hello;restart:15,reset:18,reste:15,lets:11,talk:11;restart;None
1637;1689,0,1637,1635,1699;That might mean your engine warmed up too much were you driving uphill or carrying a lot of load? ;ECU:8,/:6,engine:6,warning:3,light:6,Engine:4,Warning:3,Light:3,it:2,says:4,problem:2,yes:3,my:1,is:3,on:2,getting:11,very:11,warm:11,its:2,the:2,ecu:7;ECU / engine warning light Engine Warning Light ;Null
1638;1637;Radiator Leaks - Corrosion is the typical culprit when it comes to radiator leaks. However the root cause of corrosion can be anything from poor maintenance to factory defects to contaminated fluid. ;no:4,it:3,was:5,a:3,regular:13,drive:6,downhill:13,nothing:13,special:13;no it was a regular drive downhill nothing special ;Null
1639;0;The invention of the airbag was a major step forward in vehicle occupant safety so if your car’s isn’t working properly get it seen to. A faulty airbag potentially won’t go off in a crash meaning you ;my:3,Airbag:9,warning:4,light:5,has:4,up:4;my Airbag warning light has light up Airbag warning light ;Null
1640;0;If your car’s power steering warning light – often known as the EPAS light – is illuminated it means there could be something wrong with the steering system. If the system fails the steering could go ;the:3,EPAS:9,warnning:5,light:4,has:4,lit:5,up:4,Power:6,steering:5,/:6,warning:3;the EPAS warnning light has lit up Power steering / EPAS warning light ;Null
1641;0;Without any coolant your car’s engine would get so hot it’d effectively ‘weld’ itself together. If you see the coolant light show up on your dashboard it could mean coolant levels are running low so c;the:3,coolant:10,warnning:5,light:5,lit:5,up:4,Coolant:8,warning:5,i:4,have:5,a:5;the coolant warnning light lit up Coolant warning light ;Null
1642;0;Just like your car’s water or coolant warning light you might see an oil warning light flash up if oil temperature gets too high the level is low or oil pressure too low. It’s the latter two you want ;my:3,oil:6,warning:5,light:5,has:4,lit:5,up:4,Oil:4,i:3,have:4,an:4,on:3;my oil warning light has lit up Oil warning light ;Null
1643;1635,0;Once the preserve of high-end super-expensive luxury saloons many more cars are fitted with tyre pressure monitoring systems today. These systems can sense a deviation away from normal tyre pressures ;Tyre:7,pressure:8,monitor:14,warning:5,light:5,has:4,lit:5,up:4,what:3,should:6,i:3,do?:6,low:4,the:2,tyre:6,is:2,on:3,have:1,a:1,lamp:1;Tyre pressure monitor warning light has lit up what should i do? Tyre pressure monitor warning light ;Null
1644;0;You should see your battery charge warning light when you first turn your car on but if it doesn’t go out a few seconds after the engine starts there could be a problem with your car’s electrical syst;what:3,does:3,that:4,mean?:5,Battery:5,charge:13,warning:3,light:3;what does that mean? Battery charge warning light ;Null
1645;0,1666;Its a fact of life Your car will need fresh oil to stay functioning. However if youre finding its needing changes and top-ups more frequently than it should there might be a problem. Early signs yo;my:3,car:3,is:3,running:13,through:13,the:3,oil:5,real:13,fast:13,and:4,i:4,have:5,to:4,refill:13,it:3,a:3,lot.:13,Excessive:13,Oil:4,Consumption:13,an:2,leak:6;my car is running through the oil real fast and i have to refill it a lot. Excessive Oil Consumption ;Null
1646;0;While it still takes an errant rock or some other heavy catalyst many car windshields are rolling off the assembly line with stress defects that make them more vulnerable to damage. Small ones may see;my:3,windshield:6,glass:13,has:4,shaterred:13,or:5,cracked:8,Cracked:8,Windshield:6;my windshield glass has shaterred or cracked Cracked Windshield ;Null
1647;0;Your cars emission system includes everything it needs to run efficiently while minimizing pollution. However it also includes some sensitive equipment prone to problems. O2 sensors tell your car how;<question>:6,Emission:13,System:8;<question> Emission System ;Null
1648;0;High outside temperatures cause the fuel in your gas tank to expand. Without some venting that pressure would build and damage your gas tank. However since these fumes are also toxic modern cars are e;<question>:6,Evaporative:13,Leaks:8;<question> Evaporative Leaks ;Null
1649;0;Modern cars run with the help of an array of high-tech sensors but those come with their own issues. Faulty fuel-air sensors are some of the most common with pricey replacements at around $250 or more;<question>:6,Malfunctioning:13,Sensors:13;<question> Malfunctioning Sensors ;Null
1650;0;Your cars transmission is basically a gearbox that converts the power generated by the engine into rotational force (torque) the wheels can use. Unfortunately its also one of the most frequent sourc;I:3,was:5,told:5,i:3,have:4,a:3,transmission:4,problem:4,what:3,does:3,that:4,mean?:5,Transmission:4;I was told i have a transmission problem what does that mean? Transmission ;Null
1651;0;Your vehicles transmission requires a special fluid to keep its components well lubricated. In cars with automatic transmissions transmission fluid also works as a hydraulic fluid and coolant. Over t;my:3,transmission:4,fluid:6,is:3,low:5,Transmission:4,Fluid:6,Leaks:8;my transmission fluid is low Transmission Fluid Leaks ;Null
1652;0;Transmission fluid can also get dirty over time as it picks up particulates which include everything from flaked off bits of metal to everyday grime. Many transmissions have filters to strain out thes;my:3,filter:8,is:3,clogged:8,the:3,warnning:5,light:3,has:4,lit:5,up:4,Clogged:8,Filter:8;my filter is clogged the warnning light has lit up Clogged Filter ;Null
1653;0;Liquids can also leak into the transmission such as the case with water dripping from the radiator or the whole unit getting soaked through from serious flooding. However it got there water mixing wit;I:3,was:5,told:5,my:3,transmission:4,is:3,suffering:13,from:5,water:8,damage:8,what:3,does:3,it:3,mean?:5,Water:8,Damage:8;I was told my transmission is suffering from water damage what does it mean? Water Damage ;Null
1654;76,0;Another common source of complaints for modern cars come from problems in their extensive electrical systems. Electrical gremlins can infect any system. Few are more annoying than the speakers failing, because we all like to rock out. Sometimes, the connections for the speakers wiggle off, preventing the speakers from working. If this happens, just pull the speaker out and reattach the wires. if its the radio or the window for example it is recomended you go to a technician;my:5,window:10,"wont":5,open:6,light:3,wont:4,start:4,Electrical:8,Problems:6,Speakers:13,radio:8,is:1,stuck:3,does:1,not:1;my window wont open my light wont start Electrical Problems Speakers radio window ;Null
1655;1629,0,1666;Whether a burnt out bulb or a poor connection if your headlights brake lights or turn signals are out youve got a safety issue on your hands. While the bulbs themselves are lasting longer than ever c;my:5,front:6,back:8,lights:7,are:4,burnt:8,"wont":5,turn:6,on:3,Lights:5,one:5,of:4,isnt:8,working:5,light:3,the:1,bulbs:11,ead:11,burned:12;my front back lights are burnt wont turn on Lights ;Null
1656;0;The cause may be a defect or mistreatment — hot summers or that one time you may have accidentally left a light on for a day (or five) — dead batteries are a frequent cause of panic among car owners. While repairs can be as simple as getting a jump from a neighbor, most batteries need to be replaced every three to six years.;I:3,was:5,told:5,my:3,battery:5,died:13,Dead:8,Battery:5;I was told my battery died Dead Battery ;Null
1657;0;Luckily not all common car problems need your immediate attention. Scratches yellowing headlights and streaky windshields can be very annoying. But they can also be fixed very easily. A bit of cleaner;my:3,car:3,interior:13,got:8,damaged:13,what:3,can:3,i:3,do?:6,Cosmetic:13,Issues:13,and:4,Other:13,Minor:13,Annoyances:13;my car interior got damaged what can i do? Cosmetic Issues and Other Minor Annoyances ;Null
1658;0;From discoloration to chipping to scratches auto paint defects are some of the most visible car problems to have. While most are a nuisance keep in mind that rust spots can lead to major structural da;my:3,car:3,paint:8,got:8,scratched:13,Paint:8,Problems:6;my car paint got scratched Paint Problems ;Null
1659;0;As power windows have become the norm car owners have seen the rise of one big annoyance Windows that dont roll all the way up. While not too worrisome on its own remember that too much of a gap make;my:3,windows:8,"wont":5,open:5,and:4,or:5,close:13,Faulty:8,Windows:8;my windows wont open and or close Faulty Windows ;Null
1660;0;Believe it or not your gas mileage is very dependent on the maintenance of your engine. Regular oil changes replacing your engine air filter and changing your spark plugs will all make sure your car g;i:3,feel:8,my:3,car:3,is:3,taking:13,a:3,lot:6,more:13,gas:5,lately:13,Falling:13,Gas:5,Mileage:13;i feel my car is taking a lot more gas lately Falling Gas Mileage ;Null
1661;0,1635,1692,1634,1666;replacing a flat tire is not a big fuss but it will require you fix the damaged tire because a lot of spare tires are limited to speed and distance. simply watch this movie https//www.youtube.com/watc;I:3,have:6,a:5,flat:10,tire:7,how:5,do:5,i:5,replace:10,it?:13,?:2,the:1,wheel:6,think:11,tyre:7,it:2,says:5,has:2,exploded:11;I have a flat tire how do i replace it? flat tire ;Null
1662;0;just get into a close gas station ask for the relevant type of oil and fill up to the line marked. after you fill the oil make sure you arent lossing it from a hole. give a few minutes and then look ;my:3,oil:6,is:4,low:5,missing:8,lamp:11,on:1;my oil is low missing oil ;Null
1663;0;stop the car immediately. if the smoke is white that is most likely your engine burnning oil. call a tow car to avoid permanent engine damage. black oil can mean different things call a technician for;I:3,can:3,see:8,smoke.:13,Smoke:8;I can see smoke. Smoke ;Null
1664;1699,0,1666;Firstly stop the car. make sure your handbrake is down. if its not that your car might be burnning oil fuel or water as well as the breaks. it might be hard to diagnose without taking a look. contact;I:3,can:4,smell:15,smoke:10,smells:13,like:13,something:13,is:5,burnning:13,burnt:10,there:6,a:2,funny:11,in:2,the:5,car:4,my:4,makes:4,some:11,coming:13,from:4,front:5,of:5,i:1,see:6,engine:3,smokes:11,white:11,soke:11,out:5,exahust:11;I can smell smoke smells like something is burnning burnt smell ;Null
1665;0;recomended techinicians bla bla bla...;please:8,give:14,me:5,provide:13,a:4,technician:13,assistance:13,phone:13,number:14,techinician:13;please give me provide a technician assistance phone number give me a techinician number ;Null
1666;0;How may I help? ;hi:8,whats:8,up:6,hey:15,there:6,Hello:10,ola:11,hello:7,aloha:11,i:6,have:6,a:6,problem:6;hi whats up hey there Hello ;Null
1667;0;good thank you. how may I help? ;what:5,up?:15,greetings:15;what up? greetings ;Null
1668;0;it is nice to meet you too. how may I help? ;hi:8,its:5,nice:15,to:6,meet:15,you:5;hi its nice to meet you nice to meet you ;Null
1669;0;and a good day to you too. how may I help? ;afternoon:15,evening:15,day:15,good:10,mornning:15,:10,morning:15;afternoon evening day good mornning ;Null
1670;0,1666;Nombot ;So:15,what:5,is:5,your:8,name?:15,name:8,?:5,my:1,roy:11,yours:11;So what is your name? what is your name? ;Null
1671;1671,0,1666;Checking with a friend. ;what:5,is:5,an:6,engine:6,carburetor:10,alternator:10,radiator:10,engine?:15,a:5,carborator:11,?:5,tire:3,carburator:11,guacamouli:11,how:2,would:4,you:2,describe:11,car:5,whats:7,differential:15,could:11,please:7,explain:11,i:1,dont:4,know:4,teach:11,me:3,does:1,the:1,gear:6,do:1,help:3,solve:11,this:4,equation:11,11x:6,much:3,x:6;what is an engine carburetor alternator radiator what is an engine? ;internet:search:
1672;1675,0,1669,1666;I am from nowhere i am a synthetic artifical intelligence. ;where:7,were:15,you:5,born?:15,are:6,from?:15,from:7,?:5;where were you born? where are you from? ;Null
1673;0;thats actually a little complicated. but you can try and ask my creator. ;can:5,you:5,remember?:15,how:5,do:5,work?:15;can you remember? how do you work? ;Null
1674;1672,1673,93;Roy. You can contant him through Email - Ristlin@gmail.com ;who:10,is:5,your:8,creator?:15,how:5,can:5,i:5,speak:15,with:7,him?:15,where:7,he?:15,made:6,you:1,?:2,he:11;who is your creator? how can i speak with him? where is he? who is he? ;Null
1675;0,1669,1666;help people with car related problems ;what:5,can:5,you:5,do?:8,is:5,your:8,purpose?:15,do:4,?:5,name:4,are:2,up:2,to:2;what can you do? what is your purpose? ;Null
1676;1675;ford cars. ;do:5,you:5,gave:15,a:5,preference?:15;do you have a preference? ;Null
1677;0;sure. working on it. ;engine:6,carburetor:10,alternator:10,radiator:10,can:5,you:5,search:15,these:10,for:8,me?:15;engine carburetor alternator radiator can you search these for me? ;internet:search:multiple
1678;0; some more info from Car and Driver powered by a 5.4L 32Valve DOHC Supercharged V8 looks nearly IDENTICAL to the Mark II GT40 of the late 60s. estimated weight to be under 3000lbs price to be under $1;:10,Ford:4,Motor:11,Company:11,pulled:11,the:3,wraps:11,off:6,GT40:11,concept:11,during:11,a:1,press:6,briefing:11,January:11,6:11,2002:11,at:3,North:11,American:11,International:11,Auto:11,Show:11,in:2,"Detroits":11,Cobo:11,Center.:11,(Reuters:11,):11,Taken:11,from:3,Ne:11; Ford Motor Company pulled the wraps off the GT40 concept during a press briefing January 6 2002 at the North American International Auto Show in Detroits Cobo Center. (Reuters ) Taken from Ne;Null
1679;1678;probably no but I can try and help just ask me a question or for example tell me to calculate something ;can:5,you:5,do:5,help:7,me:6,with:7,my:5,homework:15,make:15,a:5,coffee?:15;can you do help me with my homework make me a coffee? ;Null
1680;1627,0;Belt problems might cause problems to the engine over time, try to get to a mechanic soon.;it:1,squeals:6;it squeals;Null
1681;1627,1699,0,1682,1629;Lets try to analyze your problem. when you turn the switch do youhear a clicking sound, or no sound at all?;it:5,wont:5,start:6,at:7,all:10,doesnt:6,not:2,does:1;it wont start at all;Null
1682;1681,1627,0,1629;Does your car has an emobilizer? if you didnt put in the right code, the car wont start.;no:4,sound:8,at:7,all:10,not:5,starting:8,startin:11;no sound at all;Null
1683;1627,0,1682,1681,1685,1629,1688;It is possible your car battery died, that usually happens when you dont start the car for a long time, or with an old battery. Try getting a hold of another car and using it to start yours with cables;no:6,thats:3,not:3,the:3,problem:2,ive:11,put:12,in:2,right:7,code:12,yes:2,i:2,its:4,full:4,have:2,gas:3,that:2,on:2,off:6,parking:11;no thats not the problem;Null
1684;1627,0,1683,1682,1681,1687,1629,1666;Try following these instructions regarding how to start a car with a dead battery: https://www.youtube.com/watch?v=iI1o2hNy2hE .;how:5,do:5,i:5,that:4,?:5,start:4,the:1,car:5,with:3,cables:11,what:3,is:2,a:2,cable:11,when:6,my:3,battery:4,dies:11,jump:11,yes:2,need:4,new:6,which:6,you:1,recommend:6,can:2,fix:11,this:4,dead:6;how do i do that ? how do i start the car with cables ? what is a cable start ? what do i do when my car battery dies ? how do i jump start my car ? ;Null
1685;1699,0,1627,1682,1683,1681,1629,1688;firstly check your gauges, is your fuel light on, is your fuel tank empty?;i:1,can:1,hear:6,a:2,sound:9,the:2,car:1,it:2,makes:4,clicking:12,but:5,wont:2,start:2,its:3,not:4,that:2,still:11,working:3,there:3,is:2,noise:4,does:1,thats:3,problem:2,starting:4;i can hear a sound;Null
1686;1627,0,1683,1682,1681,1685,1629;simply fill the tank;yes:3,it:1,is:1;yes;Null
1687;0; Hi the gearbox in question is called a MT70 OR 4X4 MTX70 this is a much stronger unit than your box type N. For details and specs talk to Fitz at anything COSSIE he and his team are the boys to ask;I:2,wonder:11,how:1,much:3,hp:11,the:5,5:11,speed:11,23spline:11,ford:5,gearbox:11,featured:11,in:2,european:11,sierra:11,can:1,take?:11,and:2,"whats":11,name:4,on:1,transmission?:11,know:4,120bhp:11,dohc:11,engine:2,has:2,box:11,as:11,standard:11,an:2; I wonder how much hp the 5 speed 23spline ford gearbox featured in the european ford sierra can take? and whats the name on the transmission? I know the 120bhp dohc engine has the box as standard an;Null
1688;1627,0,1683,1682,1681,1687,1685,1629;Change gear into parking or neutral and try starting the car again, many cars wont start unless on parking\neutral gear. Also, try pressing breaks while starting it on.;no:3,it:1,does:1,its:3,not:3,on:3;no;Null
1689;1627,0,1683,1682,1681,1687,1685,1046,1629;is the engine warning light on?;its:2,full:6,the:1,oil:2,is:1;its full;Null
1690;1627,0,1683,1682,1681,1687,1685,1046,1629;Drive to the close fuel station, ask for the relevant oil and fill it. make sure it doesnt leak right after you put it.;its:1,not:1,full:4;its not full;Null
1691;0;Try contacting the company for additional instructions. I am trained to answer ar (and mostly ford) related questions;the:2,mobileye:12,wont:3,stop:11,beeping:11,shutup:11,what:1,do:2,i:1,?:1,mobyleye:11,keeps:11,doing:6,a:1,lot:4,of:2,noise:4;the mobileye wont stop beeping;Null
1692;1684,0,1655;that changes depending on the car model. try search online for your car user manual.;how:5,do:4,i:5,turn:5,on:2,the:5,fog:12,lights:4,?:5,open:5,fuel:7,door:11,where:4,is:2,lever:11,dont:4,know:4,cant:12,find:11,latch:11,trunk:11,battery:3,in:2,my:2,car:1,cars:11,hood:11,replace:6,it:1;how do i turn on the fog lights ? ;Null
1693;0;Your vehicle’s brakes are arguably the most important feature on your car, so if there’s a warning light flashing on your dash highlighting there’s something wrong with the braking system, it’s best to get it checked out right away. you can open the car hood and check if there is fluid missing in the break fluid tank, you can fill it in every gas station. make sure to check you arent lossing it again during the same day and again after a few days. if you are go to a mechanic.;breaks:7,arent:6,working:3,one:3,of:2,my:1,is:1,warned:11,out:4;breaks arent working;Null
1694;0,1666;well, unless you have a spare key you have to call a towing car company. they can either open it on spot or tow it to a technician;forgot:14,my:5,keys:14,inside:14,car:4,i:3,the:3;forgot my keys inside my car;Null
1695;0;if you are missing air in one of the wheels. simply stop in a gas station. open the small plastic cap on the inner side of the tire. set the air pump machine to the value specified in the car manual and fill it with the pump.;missing:6,air:5,in:3,the:2,tires:11,there:2,is:1,not:1,enough:11,pressure:3,wheels:11;missing air in the tires;Null
1696;1671,0;working on it;what:1,are:3,these:7,car:1,ford:4,manual:6,whar:11,cat:11,dog:11,cow:11;what are these car ford manual;internet:search:multiple
1697;1671,0,1697,1670,1672,1696;connecting to weather server;what:5,is:5,the:5,weather:10,?:5;what is the weather ? ;internet:weather:
1698;1671,1697,0,1696;amm. let me think about it;what:4,would:7,you:4,wear:9,?:4;what would you wear ? ;internet:weather:wear
1699;0,1669,1666;Thats a bit too general can you be more specific? is it making a noise? is there a smell? is there a warning light on?;i:5,have:6,an:6,engine:6,problem:6,a:4,with:6,my:5,car:5,excuse:11,me:2,there:2,is:1,smething:11,wrong:11,hi:4,isnt:6,working:3,doesnt:6,work:11;i have an engine problem;Null
74;74,0,1666;Asking a really smart friend;calculate:15,this:8,for:8,me:6,22:15,44:15,4:11,x260:11,x240:12,1:15,calc:13,11:11,11x:6,how:1,much:3,is:2,x:6,?:1,what:1,the:2,weather:6,in:2,hemalya:11;calculate this for me 22;internet:wolfram:
75;1699,0;which warning light is on?;there:3,is:2,a:2,warning:2,light:2,on:1,yes:2;there is a warning light on;Null
76;1634,0,1664;I am unautherized to answer that. ask a technician. in general engine and break problems are considered dagerous.;is:2,it:2,safe:12,to:3,drive:5,?:2;is it safe to drive ? ;Null
77;1661,1684,0;You welcome;thank:14,you:4;thank you;Null
78;1675,0;What seems to be the problem?;help:4,me:3;help me;Null
79;1675,0;well you have to get to a gas station...;i:1,am:11,out:4,of:2,fuel:6;i am out of fuel;Null
1753;1671,0,1661,1637,1683;You are very welcome;thanks:14,a:1,lot:4,thats:3,great:11;thanks a lot;Null
81;0,1635;Inflating a tire is simple. get to a close gas station. find the lastic cap on the inside of the tire and remove it, set the pump to the pressure mentioned in the manual book, then connect the end of the airhose to the tire ventile until the air pump finishes its work;how:1,do:1,i:1,inflate:11,a:1,tire:3,?:1,it:1,says:4,pressure:3;how do i inflate a tire ? ;Null
82;0,1635;That means i cant be sure what the problem is. You must get to a technician who can connect a computer to the car and see whats the prolem. usually that means there is a problem with a different warning light (indication problem);its:1,a:1,general:11,warning:1,light:1;its a general warning light;Null
83;1692,0;I am sorry but i cant. I am limited to words. a picture is much more useful in this case.;can:1,you:1,do:1,that:2,for:4,me:2,?:1;can you do that for me ? ;Null
84;0;Clutch Problems. The next thing that is the most common reason why a manual wont go into gear while running issues with the clutch. The clutch is the pedal on the floor that you have to press to shift. ... The first thing that could cause the plate or disk not to move is if your clutch became disconnected. Contact a technician;the:1,manual:6,transmision:11,is:3,hard:11,or:3,stuck:5,my:2,transmission:2,gear:6;the manual transmision is hard or stuck;Null
85;0;That sounds like an electrical problem. Try contacting a technician. If the wipers work but no water spraies you can simply fill the spray water tank, found under the hood. if its still not working that might mean your pump is out.;my:1,windshield:4,wipers:11,arent:6,working:3;my windshield wipers arent working;Null
86;0;That might be caused from excessive heat. Usually its only a cosmetic problem. usually very difficult to replace. However not dangaerous.;my:1,dashboard:6,is:1,bulged:11;my dashboard is bulged;Null
87;1654,0;That might be caused by a bad belt connecting the window and the handle. it is recomended you contact a technician for that;but:4,its:1,not:1,an:2,electrical:6,window:6;but its not an electrical window;Null
88;0,1666;if you have a light on, that can indicate which oil is missing. if you ask which specific type your car model requires, search your car manual.;what:1,kind:11,of:2,oil:2,does:1,my:1,car:1,need:4,?:1;what kind of oil does my car need ? ;Null
89;0;Ford.;i:2,need:4,a:1,new:6,car:3,which:7,do:1,you:1,recommend:6,?:2,should:4,buy:11;i need a new car which car do you recommend ? ;Null
90;0,89;Because they are the MVP;why:11,?:1;why ? ;Null
91;0;Good thank you. How may I help?;what:1,is:1,up:2,?:3,how:2,are:3,you:2,doing:6,feeling:11,today:11;what is up ? ;Null
92;0;42;what:1,is:1,the:1,meaning:11,of:2,life:11,?:1;what is the meaning of life ? ;Null
93;1670,0;Roy;who:7,made:7,you:2,?:2;who made you ? ;Null
94;1671,1697,94,0;The time is:;what:2,is:2,the:5,time:15,?:5,whats:8,tell:11,me:2,clock:11;what is the time ? ;time::
95;0;It is usually at the trunk, idden under the trunk floor, next to the spare wheel.;where:3,is:1,the:1,car:1,jack:11,?:1;where is the car jack ? ;Null
96;1630,0;That can vary depending on the specific model you have. try googling it using the specific model;how:2,do:1,i:1,connect:11,the:2,bluetooth:11,to:2,car:1,radio:6,?:2,much:3,would:4,that:2,cost:11;how do i connect the bluetooth to the car radio ? ;Null
97;0;When the seat belt is stuck, it might be because it is under constant pressure, if so, releaf the pressure and try pulling it again. otherwise, it might be a faulty retractor. in that case, if after playin with it its still stuck, you should contact a technician;my:1,seat:11,belt:6,is:1,stuck:3;my seat belt is stuck;Null
98;0,1666;I am an artificial intelligence, designed to help people with car related problems;what:1,are:2,you:1,?:1;what are you ? ;Null
99;1671,0;I am unautherized to answer question regarding safety levels.;is:1,it:1,dangerous:6,to:2,drive:4,at:3,four:11,degrees:11,below:11,zero:11,?:1;is it dangerous to drive at four degrees below zero ? ;Null
100;1630,0;Contact a technician. he needs to replace the coils;what:1,sould:11,i:1,do:1,?:1;what sould i do ? ;Null
101;1630,0,1685;Sounds like you are out of fuel;its:2,on:2;its on;Null
102;74,0;I am sorry. Try being more specific, and I will try again;thats:3,not:1,a:1,good:6,answer:11;thats not a good answer;Null
103;0;what dont you understand?;i:1,dont:4,understand:11;i dont understand;Null
104;1699,0;Then I am sorry, I am only capable of answering simple car related issues;its:1,not:1,car:1,related:11,problem:2,no:2;its not car related problem;Null
105;0;I can try. How may I help?;can:1,you:1,help:3,me:2,?:1;can you help me ? ;Null
106;0,1637;Carying overweight with your car might damage your car, I would suggest stopping safely to let the engine cool and if possible remove some of the load or contact a technician;yes:2;yes;Null
107;0,1637;Sometimes this can be down to something as small as a faulty electrical sensor, although sometimes it can be a larger mechanical issue. If your car’s engine warning light is showing, get a professional mechanic to look over it straight away, as driving around any longer could cause further, and potentially irreparable damage.;no:2;no;Null
108;1635,1637,0;The invention of the airbag was a major step forward in vehicle occupant safety, so if your car’s isn’t working properly, get it seen to.;its:2,the:2,airbad:11,warning:1,light:1,airbag:6,my:2,air:2,bag:2,lamp:2,is:2,on:2;its the airbad warning light;Null
109;0,1637,1635;If your car’s power steering warning light – often known as the EPAS light – is illuminated, it means there could be something wrong with the steering system. If the system fails, the steering could go heavy, meaning more effort will be needed to make the car change direction. This can be an annoyance at low speed when you’re trying to manoeuvre, but a real risk at higher motorway speeds if you need to make a sudden lane change to avoid an obstacle. it is recomended you go to a technician;its:1,the:1,epas:6,power:4,steering:3,light:1;its the epas power steering light;Null
110;1635,0,1637,1666;it is possible the battery in your car keys is dead, either contact a technician or open the remote with a screwdriver and buy a similar battery and replace it;my:1,car:1,wont:2,open:3;my car wont open;Null
111;1666,0,1637,1635;most leaks require a replacement of some part and driving with missing water coolant or oil can be dangerous to you and to your car. you can try to diagnose the problem by firstly checking if the leaked liquid is oil or water, then soak all of the liquid from beneath the car, refill the oil\water tanks and see which is leaking. however without fixing the leakage it is dangerous to drive the car;my:1,car:1,has:2,a:1,leak:6;my car has a leak;Null
112;112,0;Checking...;are:2,you:2,connected:11,to:2,the:1,internet:12,?:3,do:1,have:2,an:2,connection:11,and:2,now:11;are you connected to the internet ? ;internet:checkConnectivity:
